CustomerName,CustomerNational,CustomerType,RoomType,Duration,Positive_Review,Negative_Review,CustomerPoint,Review_Title,HotelName
遥香,Nhật Bản,Nhóm,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,"とっても清潔でお部屋も広く快適でした。
部屋からの眺めが最高で、特別なひと時を過ごせました。カップルの記念日にもいいなと思います。
スパが人気なので予約して行くべきだと思います。
スタッフの方の対応も丁寧で英語も流暢に話してくださいます。
朝ごはんのビュッフェはベトナム料理をはじめ品数豊富で大満足でした。
またダナンに来たら泊まりたいです。",オーシャンビュー側のプールが工事中で入れなかったことが残念でした。,"9,0",ラグジュアリー！！,Four Points by Sheraton Danang
Masae,Nhật Bản,Nhóm,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,広いお部屋でヒルトンに比べて安かった。,マナー違反の韓国人旅行者が多く、ビックリした。キムチをブッフェ朝食に持込み、テーブルで堂々と食べていた。,"7,0",まぁまぁ,Four Points by Sheraton Danang
Hyeri,Hàn Quốc,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,창문을 열어도 옆 건물 등 장애물 없이 광활한 미케비치를 감상할 수 있어서 좋았고 조식도 맛있었다.,시내와의 거리가 조금 있어 매번 택시를 탔던 점이 아쉽지만 미케비치뷰를 포기할 수 없기에^^..,"8,0",👍,Four Points by Sheraton Danang
Younghak,Hàn Quốc,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,침구류,,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Misa,Nhật Bản,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",2 đêm,朝食が美味しい,なし,"8,0",最高,Four Points by Sheraton Danang
Jin,Hàn Quốc,Phòng gia đình,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,"헬스장이 너무 시설도 좋고 경치도 좋았어요 
그리고 침대가 편안했고 직원들이 친절했습니다",겨울이라 수영장 물이 차가워 못들어간게 아쉬웠습니다 그리고 캡슐커피 머신 작동이 좀 힘들었어요,"8,0",Rất tốt,Four Points by Sheraton Danang
Nhung,Thụy Sỹ,Nhóm,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",4 đêm,"Die Lage, das Personal die Sauberkeit",,"9,0",das Restaurant auf dem Terrasse ist klein und das Personal war überfordert,Four Points by Sheraton Danang
Tetsu,Nhật Bản,Nhóm,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",1 đêm,安い。,周りに何もないのでタクシー必須。,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
やぎ,Nhật Bản,Nhóm,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",2 đêm,コンシェルジュが親切,朝食が混み合う,"8,0",良かった,Four Points by Sheraton Danang
Stanley,Hàn Quốc,Cặp đôi,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",4 đêm,직원들이 친절했고 전반적으로 청결했고 시설도 좋았다.,뷔페 음식이 다양하지 못했고 호텔 위치가 항상 그랩이나 택시를 타야 하는 점이 아쉬웠다.,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Park,Hàn Quốc,Phòng gia đình,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,걍 다좋아요 위치 구비시설등등. 단점 빼고,"욕조 옆 실리콘 부분의 구멍에서 커다란 개미가 연속해서 3마리나왔고, 이 개미들은 여기저기에 더 있었습니다.

핸드드라이어는 작동이 불안정했구요..","8,0",Rất tốt,Four Points by Sheraton Danang
Hiroshi,Nhật Bản,Cặp đôi,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",3 đêm,朝食、屋上のプール、バー、ジム、サウナ、ジャグジーはどれもよかった。,,10,Xuất sắc,Four Points by Sheraton Danang
Shunki,Nhật Bản,Cặp đôi,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",1 đêm,便の変更のせいで、早く着いてしまったのですが、スタッフの方が快く受け入れてくれました。プールやバー、ジムもありとても快適でした。また値段も魅力的です。,,10,最高でした。,Four Points by Sheraton Danang
Powen,Đài Loan,Nhóm,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",1 đêm,"房間環境很好，整體非常舒適
另外健身房的視野令人驚豔",,10,Xuất sắc,Four Points by Sheraton Danang
Kuan-ting,Đài Loan,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,空調溫度舒適，房間景觀非常好,頂樓sky bar員工素質太差，最基本的點餐流程都不清楚,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Eriko,Nhật Bản,Khách lẻ,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,"ビーチの目の前で、景色が良かった。
スタッフのサービスも良かった。
朝食の種類が多く、美味しかった。
室内が綺麗だった。",繁華街から少し離れているので、飲食店の多いエリアに行くには、少し歩く。,10,最高だった。,Four Points by Sheraton Danang
Ｔｏｍｏｈｉｄｅ,Nhật Bản,Nhóm,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",1 đêm,ロケーションが想像以上に良かったです,"ソファがよごれていた。
エレベーターがなかなかこない。","8,0",リラックスはできました,Four Points by Sheraton Danang
Chunwei,Đài Loan,Nhóm,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",1 đêm,"早餐豐盛
人員服務","等電梯 等超級久
隔音超級差","7,0",比價性低,Four Points by Sheraton Danang
Ayako,Nhật Bản,Nhóm,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",1 đêm,"コスパ良く、素敵なホテルに泊まれた。
朝食もよかった。
スタッフもみんな素晴らしかった",なし。,10,Xuất sắc,Four Points by Sheraton Danang
Dac,Đức,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",1 đêm,Ausstattung und Lage,,10,Xuất sắc,Four Points by Sheraton Danang
Chocvi,Hàn Quốc,Phòng gia đình,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",4 đêm,"4일 숙박했지만, 조식 메뉴가 차이가 거의 없어서 아쉬웠다.","객실 청소가 생각보다 깔끔하지 못했고, 조식이 아쉬웠다. 몇몇 시설은 운영이 제대로 되지 않아서 지불한 금액대비 아쉬웠다.","8,0",Rất tốt,Four Points by Sheraton Danang
Mark,Vương Quốc Anh,Cặp đôi,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,床很舒服。,"早餐選擇性太少了，沒有甜點，客人太多 所以餐廳座位不夠，需要等。

我住16F, 每次搭電梯下樓，需要等很久。再者，房間內提供餐具不足，只有杯子，刀叉湯匙都沒有。

這些小細節，都會影響住宿體驗。但總體來說，除了這些以外，還是很舒服的。","7,0",Tốt,Four Points by Sheraton Danang
くぅたろう,Singapore,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",2 đêm,ロケーションが良かった。海沿いに立っているので綺麗な朝焼けが見えました。,洗面台横のコンセントの配線が悪いのか、ドライヤーを使おうとプラグを挿しても動かなかった。また、レインシャワーも使えなかった。,"6,0",良い点も悪い点もあって差し引きゼロ,Four Points by Sheraton Danang
Da,Đài Loan,Phòng gia đình,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",2 đêm,櫃檯服務人員很親切,早餐種類看起來東西很多，但都是很廉價的食材，最搶手的就是煎蛋….,"5,0",Tàm tạm,Four Points by Sheraton Danang
Ya,Đài Loan,Phòng gia đình,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",3 đêm,員工的服務品質,潮濕和霉味重,"5,0",飯店有些年份，尤其又有撲地毯，非常容易吸濕氣，就算工作人員努力的噴芳香劑還是難掩飾霉味，而且地毯潮濕易滋生細菌，建議換掉地毯，還好工作人員服務都很貼心，挽救了一切，不然住第一晚就想離開了,Four Points by Sheraton Danang
Youngmee,Hàn Quốc,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",2 đêm,,"분위기 칙칙 쿰쿰 습습
조식도 그닥,,","5,0",Tàm tạm,Four Points by Sheraton Danang
Chih,Đài Loan,Phòng gia đình,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",2 đêm,早餐一般般，牛奶缺了不補,早餐不好,"5,0",Tàm tạm,Four Points by Sheraton Danang
Yasuji,Nhật Bản,Cặp đôi,"Suite Ở Góc Có 1 Phòng Ngủ, 1 Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,Room and view were good,breakfast quality was not good,"5,0",可もなく不可もなく,Four Points by Sheraton Danang
Norio,Nhật Bản,Phòng gia đình,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",3 đêm,朝食はおいしかった。部屋はきれい,27階であったが、排水、トイレの流れがよくなかった。フロントの英語が聞き取りにくく、お陰てクレジットカードを紛失してしまった。,"5,0",まあこんなものか,Four Points by Sheraton Danang
Kana,Nhật Bản,Phòng gia đình,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",3 đêm,朝食が美味しい,毎回、韓国人と間違われて部屋も同じフロアでうるさくて迷惑だった。,"5,0",Tàm tạm,Four Points by Sheraton Danang
주,Hàn Quốc,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",4 đêm,전망은 좋음,"객실 환기가 별로 꿉꿉한 냄새

조식","6,0",Dễ chịu,Four Points by Sheraton Danang
Hyein,Hàn Quốc,Nhóm,"Phòng Deluxe 2 Giường Đơn, Nhìn Một Phần Ra Biển, Ban Công",2 đêm,깔끔하고 핀절하고 가성비 좋은 호텔,"오션부인데 차라리 안보이는게 나을듯
짓다만 건물이 오래되어 흉물스라움.
커텐을 열자마자 기분이.안좋았다.","6,0",Dễ chịu,Four Points by Sheraton Danang
Ｔｏｍｏｈｉｄｅ,Nhật Bản,Nhóm,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",1 đêm,ロケーションが最高でした。,"最終料金案内の金額が7,454,400VNDの案内に対して
支払い額が9,000,000VNDだったので、お得感はなく、がっかりしました。","6,0",リラックスはできました。,Four Points by Sheraton Danang
촤알리,Việt Nam,Cặp đôi,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",1 đêm,,2302호 세면대가 막혀 물이 잘 내려가지 않아요,"6,0",세면대 문제,Four Points by Sheraton Danang
Nguyen,Việt Nam,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,,,10,Xuất sắc,Four Points by Sheraton Danang
Mai,Việt Nam,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",1 đêm,,,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Minh,Việt Nam,Phòng gia đình,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",3 đêm,,,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Thương,Việt Nam,Phòng gia đình,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",3 đêm,,,"9,0",Tuyệt hảo,Four Points by Sheraton Danang
Viet,Việt Nam,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,,,"7,0",Tốt,Four Points by Sheraton Danang
Văn,Việt Nam,Nhóm,"Phòng Superior 2 Giường Đơn, Nhìn Ra Thành Phố, Ban Công",1 đêm,,,"7,0",Tốt,Four Points by Sheraton Danang
Cự,Việt Nam,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",4 đêm,,,10,Xuất sắc,Four Points by Sheraton Danang
Anh,Mỹ,Cặp đôi,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",2 đêm,,,"8,0",Rất tốt,Four Points by Sheraton Danang
Tran,Việt Nam,Cặp đôi,"Phòng Deluxe Có Giường Cỡ King, Tầm Nhìn Ra Biển, Ban Công",2 đêm,,,"8,0",Rất tốt,Four Points by Sheraton Danang
Jacky,Việt Nam,Phòng gia đình,"Phòng Superior 1 Giường King, Hướng Biển, Ban Công",3 đêm,,,"8,0",Rất tốt,Four Points by Sheraton Danang
